name,country,season_year,matches_won,matches_lost,titles,grand_slams,headshot
Victor Pecci,PAR,1976,46,29,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Pecci_uit_Paraguay_in_aktie%2C_Bestanddeelnr_928-0539.jpg/330px-Pecci_uit_Paraguay_in_aktie%2C_Bestanddeelnr_928-0539.jpg
Roscoe Tanner,USA,1976,71,27,4,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Roscoe_Tanner.jpg/330px-Roscoe_Tanner.jpg
Mike Estep,USA,1976,14,14,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Mike_Estep_wrc02855.jpg/330px-Mike_Estep_wrc02855.jpg
Han Jurgen Pohmann,GER,1976,27,18,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/ABN-tennistoernooi_in_Rotterdam_Duitse_Hans_J%C3%BCrgen_Pohmann_in_actie%2C_Bestanddeelnr_927-0843.jpg/330px-ABN-tennistoernooi_in_Rotterdam_Duitse_Hans_J%C3%BCrgen_Pohmann_in_actie%2C_Bestanddeelnr_927-0843.jpg
Erik Van Dillen,USA,1976,16,24,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Erik_Van_Dillen.jpg/330px-Erik_Van_Dillen.jpg
Onny Parun,NZL,1976,39,24,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Onny_Parun.jpg/330px-Onny_Parun.jpg
Dick Crealy,AUS,1976,49,34,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Dick_Crealy_portrait.png/330px-Dick_Crealy_portrait.png
Wojtek Fibak,POL,1976,78,32,3,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Winnaar_Fibak_uit_Polen_in_actie%2C_Bestanddeelnr_932-3751.jpg/330px-Winnaar_Fibak_uit_Polen_in_actie%2C_Bestanddeelnr_932-3751.jpg
Barry Phillips Moore,AUS,1976,14,27,0,0,https://upload.wikimedia.org/wikipedia/commons/5/59/Barry_Phillips-Moore_1970.jpg
Adriano Panatta,ITA,1976,48,13,2,1,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Adriano_Panatta_-_Internazionali_d%27Italia_1976.jpg/330px-Adriano_Panatta_-_Internazionali_d%27Italia_1976.jpg
Gerald Battrick,GBR,1976,13,23,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Internationale_tenniskampioenschappen_te_Hilversum%2C_G_Battrick_met_beker%2C_Bestanddeelnr_924-7801.jpg/330px-Internationale_tenniskampioenschappen_te_Hilversum%2C_G_Battrick_met_beker%2C_Bestanddeelnr_924-7801.jpg
Terry Moor,USA,1976,9,12,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Terry_Moor.jpg/330px-Terry_Moor.jpg
Stan Smith,USA,1976,50,27,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Stan_Smith_2009_US_Open_01.jpg/330px-Stan_Smith_2009_US_Open_01.jpg
Ismail El Shafei,EGY,1976,14,28,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Isamil_El_Shafei.jpg/330px-Isamil_El_Shafei.jpg
Manuel Orantes,ESP,1976,79,19,7,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Manuel_Orantes_c1974.jpg/330px-Manuel_Orantes_c1974.jpg
Tom Okker,NED,1976,28,16,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Tom_Okker.jpg/330px-Tom_Okker.jpg
Jose Higueras,ESP,1976,36,20,1,0,https://upload.wikimedia.org/wikipedia/commons/4/4f/Jose_Higueras_US_Open_%28cropped%29.JPG
Rolf Thung,NED,1976,3,19,0,0,https://upload.wikimedia.org/wikipedia/commons/4/4d/Rolf_Thung.jpg
Jiri Hrebec,CZE,1976,28,28,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Jiri_Hrebec_1981.jpg/330px-Jiri_Hrebec_1981.jpg
Jaime Fillol,CHI,1976,49,29,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Jaime_Fillol_%281973%29.jpg/330px-Jaime_Fillol_%281973%29.jpg
Bjorn Borg,SWE,1976,57,12,6,1,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Bjorn_Borg_en_2014.jpg/330px-Bjorn_Borg_en_2014.jpg
Antonio Zugarelli,ITA,1976,23,17,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Tonino_Zugarelli.jpg/330px-Tonino_Zugarelli.jpg
Bob Carmichael,AUS,1976,11,18,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Bob_Carmichael.jpg/330px-Bob_Carmichael.jpg
Ken Rosewall,AUS,1976,35,15,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Ken_Rosewall_portrait.jpg/330px-Ken_Rosewall_portrait.jpg
John Newcombe,AUS,1976,25,17,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/John_Newcombe_1968.jpg/330px-John_Newcombe_1968.jpg
Jurgen Fassbender,GER,1976,9,14,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/J%C3%BCrgen_Fassbender_1975b.jpg/330px-J%C3%BCrgen_Fassbender_1975b.jpg
Jun Kamiwazumi,JPN,1976,5,10,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Jun_Kamiwazumi_1974.jpg/330px-Jun_Kamiwazumi_1974.jpg
Vladimir Zednik,CZE,1976,5,10,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Vladimir_Zednik_1969.jpg/330px-Vladimir_Zednik_1969.jpg
Hank Pfister,USA,1976,8,12,0,0,https://upload.wikimedia.org/wikipedia/commons/f/f0/Hank_Pfister.jpg
Alvaro Fillol,CHI,1976,5,12,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Tennis_Melkhuisje_Chileen_Fielol_in_actie%2C_Bestanddeelnr_929-8291.jpg/330px-Tennis_Melkhuisje_Chileen_Fielol_in_actie%2C_Bestanddeelnr_929-8291.jpg
Cliff Drysdale,RSA,1976,17,13,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/CliffDrysdale_%28cropped%29.jpg/330px-CliffDrysdale_%28cropped%29.jpg
Nikola Pilic,CRO,1976,11,14,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Nikola_Pili%C4%87_1975.jpg/330px-Nikola_Pili%C4%87_1975.jpg
Ulrich Pinner,GER,1976,16,13,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Pinner_%28West-Duitsland%29_in_actie%2C_Bestanddeelnr_928-0574.jpg/330px-Pinner_%28West-Duitsland%29_in_actie%2C_Bestanddeelnr_928-0574.jpg
Francois Jauffret,FRA,1976,24,15,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Jaciffret_in_aktie%2C_Bestanddeelnr_928-0518.jpg/330px-Jaciffret_in_aktie%2C_Bestanddeelnr_928-0518.jpg
Tony Roche,AUS,1976,19,9,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/TONY_ROCHE.jpg/330px-TONY_ROCHE.jpg
Bob Giltinan,AUS,1976,4,12,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Bob_Giltinan.jpg/330px-Bob_Giltinan.jpg
Thomaz Koch,BRA,1976,17,9,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Thomaz_Koch.jpg/330px-Thomaz_Koch.jpg
Rod Laver,AUS,1976,8,8,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Tennis_%27great%27%2C_Rod_Laver_%28cropped%29.jpg/330px-Tennis_%27great%27%2C_Rod_Laver_%28cropped%29.jpg
Angel Gimenez,ESP,1976,8,8,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Tenniskampioenschappen_Melkhuisje%2C_Gimenez_in_aktie%2C_Bestanddeelnr_928-6927.jpg/330px-Tenniskampioenschappen_Melkhuisje%2C_Gimenez_in_aktie%2C_Bestanddeelnr_928-6927.jpg
Roscoe Tanner,USA,1977,48,29,2,1,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Roscoe_Tanner.jpg/330px-Roscoe_Tanner.jpg
Rolf Gehring,GER,1977,9,9,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Rolf_Gehring_%281983%29.jpg/330px-Rolf_Gehring_%281983%29.jpg
Hank Pfister,USA,1977,37,26,0,0,https://upload.wikimedia.org/wikipedia/commons/f/f0/Hank_Pfister.jpg
Ray Ruffels,AUS,1977,12,17,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Australian_Institute_of_Sport_coaches_-_Ray_Ruffels.jpg/330px-Australian_Institute_of_Sport_coaches_-_Ray_Ruffels.jpg
Geoff Masters,AUS,1977,20,25,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Internationale_Tenniskampioenschappen_Melkhuisje%2C_de_Australier_G_Masters_in_ak%2C_Bestanddeelnr_926-5593.jpg/330px-Internationale_Tenniskampioenschappen_Melkhuisje%2C_de_Australier_G_Masters_in_ak%2C_Bestanddeelnr_926-5593.jpg
Erik Van Dillen,USA,1977,10,14,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Erik_Van_Dillen.jpg/330px-Erik_Van_Dillen.jpg
Colin Dibley,AUS,1977,47,31,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Colin_Dibley_%281977%29.jpg/330px-Colin_Dibley_%281977%29.jpg
Barry Phillips Moore,AUS,1977,7,15,0,0,https://upload.wikimedia.org/wikipedia/commons/5/59/Barry_Phillips-Moore_1970.jpg
Charlie Pasarell,USA,1977,13,20,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Charlie_Pasarell_in_Over_35s_Doubles_Wimbledon_1985.jpg/330px-Charlie_Pasarell_in_Over_35s_Doubles_Wimbledon_1985.jpg
Marty Riessen,USA,1977,18,19,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Marty_Riessen_1968.jpg/330px-Marty_Riessen_1968.jpg
Bob Carmichael,AUS,1977,1,16,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Bob_Carmichael.jpg/330px-Bob_Carmichael.jpg
Vitas Gerulaitis,USA,1977,60,15,5,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/ABN-tennistoernooi_in_Rotterdam_Vitas_Gerulaitis_in_actie%2C_Bestanddeelnr_929-6578.jpg/330px-ABN-tennistoernooi_in_Rotterdam_Vitas_Gerulaitis_in_actie%2C_Bestanddeelnr_929-6578.jpg
Paul Kronk,AUS,1977,7,19,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Kwartfinales_tennistoernooi_Melkhuisje%2C_Kronk_%28Australie%29_in_actie%2C_Bestanddeelnr_927-3360.jpg/330px-Kwartfinales_tennistoernooi_Melkhuisje%2C_Kronk_%28Australie%29_in_actie%2C_Bestanddeelnr_927-3360.jpg
Stan Smith,USA,1977,54,27,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Stan_Smith_2009_US_Open_01.jpg/330px-Stan_Smith_2009_US_Open_01.jpg
Dick Crealy,AUS,1977,29,30,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Dick_Crealy_portrait.png/330px-Dick_Crealy_portrait.png
Ken Rosewall,AUS,1977,39,20,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Ken_Rosewall_portrait.jpg/330px-Ken_Rosewall_portrait.jpg
Terry Moor,USA,1977,29,24,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Terry_Moor.jpg/330px-Terry_Moor.jpg
Ismail El Shafei,EGY,1977,16,20,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Isamil_El_Shafei.jpg/330px-Isamil_El_Shafei.jpg
Pat Dupre,USA,1977,11,20,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Pat_Du_Pre.jpg/330px-Pat_Du_Pre.jpg
Bjorn Borg,SWE,1977,72,8,11,1,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Bjorn_Borg_en_2014.jpg/330px-Bjorn_Borg_en_2014.jpg
Balazs Taroczy,HUN,1977,39,24,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Bal%C3%A1zs_Tar%C3%B3czy_-_Hilversum_1981_%281%29.jpg/330px-Bal%C3%A1zs_Tar%C3%B3czy_-_Hilversum_1981_%281%29.jpg
Belus Prajoux,CHI,1977,18,20,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Belus_Prajoux_%281976%29.jpg/330px-Belus_Prajoux_%281976%29.jpg
Tom Okker,NED,1977,15,13,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Tom_Okker.jpg/330px-Tom_Okker.jpg
Nikola Pilic,CRO,1977,14,15,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Nikola_Pili%C4%87_1975.jpg/330px-Nikola_Pili%C4%87_1975.jpg
Ulrich Pinner,GER,1977,9,15,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Pinner_%28West-Duitsland%29_in_actie%2C_Bestanddeelnr_928-0574.jpg/330px-Pinner_%28West-Duitsland%29_in_actie%2C_Bestanddeelnr_928-0574.jpg
Wojtek Fibak,POL,1977,67,30,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Winnaar_Fibak_uit_Polen_in_actie%2C_Bestanddeelnr_932-3751.jpg/330px-Winnaar_Fibak_uit_Polen_in_actie%2C_Bestanddeelnr_932-3751.jpg
Victor Pecci,PAR,1977,38,26,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Pecci_uit_Paraguay_in_aktie%2C_Bestanddeelnr_928-0539.jpg/330px-Pecci_uit_Paraguay_in_aktie%2C_Bestanddeelnr_928-0539.jpg
Jan Kodes,CZE,1977,30,25,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Jan_Kode%C5%A1.JPG/330px-Jan_Kode%C5%A1.JPG
Corrado Barazzutti,ITA,1977,35,17,3,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Tennis_Melkhuisje%2C_halve_finales_Barazzutti_in_actie_tegen_Carter%2C_Bestanddeelnr_929-8372.jpg/330px-Tennis_Melkhuisje%2C_halve_finales_Barazzutti_in_actie_tegen_Carter%2C_Bestanddeelnr_929-8372.jpg
Bob Hewitt,RSA,1977,28,24,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Bob_Hewitt_%281967%29.jpg/330px-Bob_Hewitt_%281967%29.jpg
Tim Gullikson,USA,1977,34,24,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Tim_Gullikson_%281978%29.jpg/330px-Tim_Gullikson_%281978%29.jpg
Vladimir Zednik,CZE,1977,9,13,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Vladimir_Zednik_1969.jpg/330px-Vladimir_Zednik_1969.jpg
Jurgen Fassbender,GER,1977,19,20,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/J%C3%BCrgen_Fassbender_1975b.jpg/330px-J%C3%BCrgen_Fassbender_1975b.jpg
Jiri Hrebec,CZE,1977,27,23,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Jiri_Hrebec_1981.jpg/330px-Jiri_Hrebec_1981.jpg
Adriano Panatta,ITA,1977,28,20,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Adriano_Panatta_-_Internazionali_d%27Italia_1976.jpg/330px-Adriano_Panatta_-_Internazionali_d%27Italia_1976.jpg
Colin Dowdeswell,GBR,1977,8,12,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Colin_Dowdeswell_%281983%29.jpg/330px-Colin_Dowdeswell_%281983%29.jpg
Paolo Bertolucci,ITA,1977,31,14,3,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Coppa_Davis_1976_-_Pietrangeli%2C_Bertolucci%2C_Panatta_e_Barazzutti.jpg/330px-Coppa_Davis_1976_-_Pietrangeli%2C_Bertolucci%2C_Panatta_e_Barazzutti.jpg
Raul Ramirez,MEX,1977,62,24,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/ABN-tennistoernooi_in_Ahoy_te_Rotterdam%2C_Jimmy_Conners_aktie_tegen_Wilkison_17_maart_1981%2C_Bestanddeelnr_931-3785.jpg/330px-ABN-tennistoernooi_in_Ahoy_te_Rotterdam%2C_Jimmy_Conners_aktie_tegen_Wilkison_17_maart_1981%2C_Bestanddeelnr_931-3785.jpg
Gene Mayer,USA,1977,17,26,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Gene_Mayer%2C_1979_%28cropped%29.jpg/330px-Gene_Mayer%2C_1979_%28cropped%29.jpg
Onny Parun,NZL,1977,13,27,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Onny_Parun.jpg/330px-Onny_Parun.jpg
Jose Higueras,ESP,1977,48,24,1,0,https://upload.wikimedia.org/wikipedia/commons/4/4f/Jose_Higueras_US_Open_%28cropped%29.JPG
Ilie Nastase,ROU,1977,49,20,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Ilie_N%C4%83stase_2009_US_Open_02.jpg/330px-Ilie_N%C4%83stase_2009_US_Open_02.jpg
Ion Tiriac,ROU,1977,15,20,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Ion_Tiriac.jpg/330px-Ion_Tiriac.jpg
Antonio Zugarelli,ITA,1977,20,16,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Tonino_Zugarelli.jpg/330px-Tonino_Zugarelli.jpg
Zeljko Franulovic,CRO,1977,35,22,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Franulovic_%28Joegoslavi%C3%AB%29_in_aktie%2C_Bestanddeelnr_928-0573.jpg/330px-Franulovic_%28Joegoslavi%C3%AB%29_in_aktie%2C_Bestanddeelnr_928-0573.jpg
Guillermo Vilas,ARG,1977,130,14,16,2,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Vilas-1975.jpg/330px-Vilas-1975.jpg
Jimmy Connors,USA,1977,69,15,8,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Jimmy_Conners_1994.jpg/330px-Jimmy_Conners_1994.jpg
John Mcenroe,USA,1977,28,14,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/John_McEnroe_005.png/330px-John_McEnroe_005.png
Francois Jauffret,FRA,1977,24,15,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Jaciffret_in_aktie%2C_Bestanddeelnr_928-0518.jpg/330px-Jaciffret_in_aktie%2C_Bestanddeelnr_928-0518.jpg
Eddie Dibbs,USA,1977,77,28,3,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Eddie_Dibbs.jpg/330px-Eddie_Dibbs.jpg
Patrick Proisy,FRA,1977,26,19,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Internationale_tennistoernooi_Melkhuisje_finale_Patrick_Proisy_in_actie%2C_Bestanddeelnr_929-2710.jpg/330px-Internationale_tennistoernooi_Melkhuisje_finale_Patrick_Proisy_in_actie%2C_Bestanddeelnr_929-2710.jpg
Patrice Dominguez,FRA,1977,14,16,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Festival_automobile_international_2012_-_Photocall_-_Patrice_Dominguez_-_005.jpg/330px-Festival_automobile_international_2012_-_Photocall_-_Patrice_Dominguez_-_005.jpg
Hans Gildemeister,CHI,1977,39,23,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Hans_Gildemeister_2_%28cropped%29.jpg/330px-Hans_Gildemeister_2_%28cropped%29.jpg
Manuel Orantes,ESP,1977,68,25,3,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Manuel_Orantes_c1974.jpg/330px-Manuel_Orantes_c1974.jpg
Jaime Fillol,CHI,1977,43,24,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Jaime_Fillol_%281973%29.jpg/330px-Jaime_Fillol_%281973%29.jpg
Vijay Amritraj,IND,1977,25,23,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/The_former_Tennis_player%2C_Shri_Vijay_Amritraj_calling_on_the_Minister_of_State_for_Youth_Affairs_and_Sports_%28IC%29%2C_Water_Resources%2C_River_Development_and_Ganga_Rejuvenation%2C_Shri_Vijay_Goel%2C_in_New_Delhi_on_April_11%2C_2017_%28cropped%29.jpg/330px-thumbnail.jpg
Cliff Richey,USA,1977,14,17,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Cliff_Richey_1972.jpg/330px-Cliff_Richey_1972.jpg
Alvaro Fillol,CHI,1977,6,13,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Tennis_Melkhuisje_Chileen_Fielol_in_actie%2C_Bestanddeelnr_929-8291.jpg/330px-Tennis_Melkhuisje_Chileen_Fielol_in_actie%2C_Bestanddeelnr_929-8291.jpg
Tony Roche,AUS,1977,22,14,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/TONY_ROCHE.jpg/330px-TONY_ROCHE.jpg
Cliff Drysdale,RSA,1977,17,17,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/CliffDrysdale_%28cropped%29.jpg/330px-CliffDrysdale_%28cropped%29.jpg
Peter Elter,GER,1977,6,9,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Tennis_Het_Melkhuisje_Peter_Elter_in_actie%2C_Bestanddeelnr_929-8365.jpg/330px-Tennis_Het_Melkhuisje_Peter_Elter_in_actie%2C_Bestanddeelnr_929-8365.jpg
Louk Sanders,NED,1977,8,8,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Nationale_overdekte_tenniskampioenschappen_in_Goirle_Louk_Sanders_%28kop%29%2C_Bestanddeelnr_929-5918.jpg/330px-Nationale_overdekte_tenniskampioenschappen_in_Goirle_Louk_Sanders_%28kop%29%2C_Bestanddeelnr_929-5918.jpg
Bjorn Borg,SWE,1978,79,9,9,2,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Bjorn_Borg_en_2014.jpg/330px-Bjorn_Borg_en_2014.jpg
Jimmy Connors,USA,1978,66,7,10,1,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Jimmy_Conners_1994.jpg/330px-Jimmy_Conners_1994.jpg
Vitas Gerulaitis,USA,1978,50,16,3,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/ABN-tennistoernooi_in_Rotterdam_Vitas_Gerulaitis_in_actie%2C_Bestanddeelnr_929-6578.jpg/330px-ABN-tennistoernooi_in_Rotterdam_Vitas_Gerulaitis_in_actie%2C_Bestanddeelnr_929-6578.jpg
Paul Kronk,AUS,1978,12,16,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Kwartfinales_tennistoernooi_Melkhuisje%2C_Kronk_%28Australie%29_in_actie%2C_Bestanddeelnr_927-3360.jpg/330px-Kwartfinales_tennistoernooi_Melkhuisje%2C_Kronk_%28Australie%29_in_actie%2C_Bestanddeelnr_927-3360.jpg
Paolo Bertolucci,ITA,1978,25,20,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Coppa_Davis_1976_-_Pietrangeli%2C_Bertolucci%2C_Panatta_e_Barazzutti.jpg/330px-Coppa_Davis_1976_-_Pietrangeli%2C_Bertolucci%2C_Panatta_e_Barazzutti.jpg
Heinz Gunthardt,SUI,1978,27,27,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Tennis_finale_heren_enkel_Gunthardt_tegen_Taroczy_Melkhuisje_Hilversum_Gunthar%2C_Bestanddeelnr_931-6053.jpg/330px-Tennis_finale_heren_enkel_Gunthardt_tegen_Taroczy_Melkhuisje_Hilversum_Gunthar%2C_Bestanddeelnr_931-6053.jpg
Colin Dibley,AUS,1978,18,30,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Colin_Dibley_%281977%29.jpg/330px-Colin_Dibley_%281977%29.jpg
Roscoe Tanner,USA,1978,58,25,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Roscoe_Tanner.jpg/330px-Roscoe_Tanner.jpg
Jurgen Fassbender,GER,1978,11,14,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/J%C3%BCrgen_Fassbender_1975b.jpg/330px-J%C3%BCrgen_Fassbender_1975b.jpg
Bob Hewitt,RSA,1978,6,21,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Bob_Hewitt_%281967%29.jpg/330px-Bob_Hewitt_%281967%29.jpg
Victor Pecci,PAR,1978,30,24,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Pecci_uit_Paraguay_in_aktie%2C_Bestanddeelnr_928-0539.jpg/330px-Pecci_uit_Paraguay_in_aktie%2C_Bestanddeelnr_928-0539.jpg
Jose Higueras,ESP,1978,62,21,5,0,https://upload.wikimedia.org/wikipedia/commons/4/4f/Jose_Higueras_US_Open_%28cropped%29.JPG
Antonio Zugarelli,ITA,1978,10,17,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Tonino_Zugarelli.jpg/330px-Tonino_Zugarelli.jpg
Raul Ramirez,MEX,1978,71,30,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/ABN-tennistoernooi_in_Ahoy_te_Rotterdam%2C_Jimmy_Conners_aktie_tegen_Wilkison_17_maart_1981%2C_Bestanddeelnr_931-3785.jpg/330px-ABN-tennistoernooi_in_Ahoy_te_Rotterdam%2C_Jimmy_Conners_aktie_tegen_Wilkison_17_maart_1981%2C_Bestanddeelnr_931-3785.jpg
Eddie Dibbs,USA,1978,82,27,4,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Eddie_Dibbs.jpg/330px-Eddie_Dibbs.jpg
Bob Giltinan,AUS,1978,7,17,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Bob_Giltinan.jpg/330px-Bob_Giltinan.jpg
Cliff Richey,USA,1978,13,12,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Cliff_Richey_1972.jpg/330px-Cliff_Richey_1972.jpg
Pat Dupre,USA,1978,41,29,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Pat_Du_Pre.jpg/330px-Pat_Du_Pre.jpg
Ulrich Pinner,GER,1978,27,14,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Pinner_%28West-Duitsland%29_in_actie%2C_Bestanddeelnr_928-0574.jpg/330px-Pinner_%28West-Duitsland%29_in_actie%2C_Bestanddeelnr_928-0574.jpg
Gene Mayer,USA,1978,25,18,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Gene_Mayer%2C_1979_%28cropped%29.jpg/330px-Gene_Mayer%2C_1979_%28cropped%29.jpg
Wojtek Fibak,POL,1978,64,32,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Winnaar_Fibak_uit_Polen_in_actie%2C_Bestanddeelnr_932-3751.jpg/330px-Winnaar_Fibak_uit_Polen_in_actie%2C_Bestanddeelnr_932-3751.jpg
Ismail El Shafei,EGY,1978,13,24,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Isamil_El_Shafei.jpg/330px-Isamil_El_Shafei.jpg
