name,country,season_year,matches_won,matches_lost,titles,grand_slams,headshot
Jana Novotna,CZE,1988,24,19,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Jana_Novotna_1996.jpg/330px-Jana_Novotna_1996.jpg
Nathalie Tauziat,FRA,1988,31,20,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Fed_Cup_Final_2016_FRA_vs_CZE_PPP_3181_%2831063120255%29_%28Tauziat%29.jpg/330px-Fed_Cup_Final_2016_FRA_vs_CZE_PPP_3181_%2831063120255%29_%28Tauziat%29.jpg
Raffaella Reggi Concato,ITA,1988,30,16,0,0,https://upload.wikimedia.org/wikipedia/commons/f/f4/Reggi_raffaella_nel_1981.jpg
Steffi Graf,GER,1988,73,3,11,4,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Steffi_Graf_in_Hamburg_2010_%28cropped%29.jpg/330px-Steffi_Graf_in_Hamburg_2010_%28cropped%29.jpg
Pam Shriver,USA,1988,60,15,4,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Pam_Shriver_interviewing_Sabalenka_%282023_US_Open%29_06_%28cropped%29.jpg/330px-Pam_Shriver_interviewing_Sabalenka_%282023_US_Open%29_06_%28cropped%29.jpg
Zina Garrison,USA,1988,54,21,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Zina_Garrison.jpg/330px-Zina_Garrison.jpg
Gabriela Sabatini,ARG,1988,65,14,4,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Gabriela_Sabatini_US_Embassy_in_Argentina_cropped.jpg/330px-Gabriela_Sabatini_US_Embassy_in_Argentina_cropped.jpg
Manuela Maleeva Fragniere,SUI,1988,45,15,2,0,https://upload.wikimedia.org/wikipedia/commons/1/1d/Manuela_Maleeva.jpg
Chris Evert,USA,1988,62,13,4,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Chris_Evert.jpg/330px-Chris_Evert.jpg
Jo Durie,GBR,1988,19,21,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Jo_Durie_doubles_Wimbledon_2004.jpg/330px-Jo_Durie_doubles_Wimbledon_2004.jpg
Hana Mandlikova,AUS,1988,15,7,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Hana_Mandl%C3%ADkov%C3%A1_2009_US_Open_02.jpg/330px-Hana_Mandl%C3%ADkov%C3%A1_2009_US_Open_02.jpg
Eva Pfaff,GER,1988,8,17,0,0,https://upload.wikimedia.org/wikipedia/commons/1/15/Eva_Pfaff_am_Sportpressefest_1983_in_der_Ostseehalle_%28Kiel_74.684%29.jpg
Michelle Jaggard Lai,AUS,1988,9,16,0,0,https://upload.wikimedia.org/wikipedia/commons/8/82/Michelle_Jaggard-Lai_Jan_1994.jpg
Amy Frazier,USA,1988,12,15,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Amy_Frazier.jpg/330px-Amy_Frazier.jpg
Christiane Jolissaint,SUI,1988,6,11,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Christiane_Jolissaint.jpg/330px-Christiane_Jolissaint.jpg
Dianne Fromholtz,AUS,1988,14,14,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Dianne_Fromholtz_1989.jpg/330px-Dianne_Fromholtz_1989.jpg
Katrina Adams,USA,1988,10,15,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Katrina_Adams.jpg/330px-Katrina_Adams.jpg
Martina Navratilova,USA,1988,70,7,9,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Martina_Navratilova_Eastbourne_2011.jpg/330px-Martina_Navratilova_Eastbourne_2011.jpg
Patricia Tarabini,ARG,1988,17,11,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Patricia_Tarabini_%282025_DC_Open%29_01_%28cropped%29.jpg/330px-Patricia_Tarabini_%282025_DC_Open%29_01_%28cropped%29.jpg
Mary Joe Fernandez,USA,1988,22,11,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Mary_Joe_Fernandez_2009_US_Open_01.jpg/330px-Mary_Joe_Fernandez_2009_US_Open_01.jpg
Gigi Fernandez,USA,1988,15,18,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Gigi_Fern%C3%A1ndez_2009_US_Open_02_%28cropped%29.jpg/330px-Gigi_Fern%C3%A1ndez_2009_US_Open_02_%28cropped%29.jpg
Maria Strandlund Tomsvik,SWE,1989,12,15,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Maria_Strandlund-Tomsvik_2013-05-21_001.jpg/330px-Maria_Strandlund-Tomsvik_2013-05-21_001.jpg
Raffaella Reggi Concato,ITA,1989,39,23,0,0,https://upload.wikimedia.org/wikipedia/commons/f/f4/Reggi_raffaella_nel_1981.jpg
Conchita Martinez,ESP,1989,39,10,3,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Conchita_Mart%C3%ADnez_at_the_2010_US_Open_02_%28cropped%29.jpg/330px-Conchita_Mart%C3%ADnez_at_the_2010_US_Open_02_%28cropped%29.jpg
Arantxa Sanchez Vicario,ESP,1989,51,14,2,1,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Arantxa_S%C3%A1nchez_Vicario_in_2016_%28cropped%29.jpg/330px-Arantxa_S%C3%A1nchez_Vicario_in_2016_%28cropped%29.jpg
Nathalie Tauziat,FRA,1989,32,20,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Fed_Cup_Final_2016_FRA_vs_CZE_PPP_3181_%2831063120255%29_%28Tauziat%29.jpg/330px-Fed_Cup_Final_2016_FRA_vs_CZE_PPP_3181_%2831063120255%29_%28Tauziat%29.jpg
Jana Novotna,CZE,1989,48,18,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Jana_Novotna_1996.jpg/330px-Jana_Novotna_1996.jpg
Helena Sukova,CZE,1989,41,17,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Helena_Sukov%C3%A1_%28Wimbledon_2009%29.jpg/330px-Helena_Sukov%C3%A1_%28Wimbledon_2009%29.jpg
Manuela Maleeva Fragniere,SUI,1989,36,14,2,0,https://upload.wikimedia.org/wikipedia/commons/1/1d/Manuela_Maleeva.jpg
Chris Evert,USA,1989,32,10,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Chris_Evert.jpg/330px-Chris_Evert.jpg
Martina Navratilova,USA,1989,73,8,8,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Martina_Navratilova_Eastbourne_2011.jpg/330px-Martina_Navratilova_Eastbourne_2011.jpg
Jo Durie,GBR,1989,9,16,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Jo_Durie_doubles_Wimbledon_2004.jpg/330px-Jo_Durie_doubles_Wimbledon_2004.jpg
Patricia Tarabini,ARG,1989,19,18,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Patricia_Tarabini_%282025_DC_Open%29_01_%28cropped%29.jpg/330px-Patricia_Tarabini_%282025_DC_Open%29_01_%28cropped%29.jpg
Mercedes Paz,ARG,1989,14,21,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/2021_Billie_Jean_King_Cup_Playoffs_%E2%80%93_Argentina_vs_Kazakhstan_%2861%29_%28cropped%29.jpg/330px-2021_Billie_Jean_King_Cup_Playoffs_%E2%80%93_Argentina_vs_Kazakhstan_%2861%29_%28cropped%29.jpg
Claudia Kohde Kilsch,GER,1989,18,14,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Claudia_Kohde-Kilsch_2012-03-16_%28cropped%29.JPG/330px-Claudia_Kohde-Kilsch_2012-03-16_%28cropped%29.JPG
Steffi Graf,GER,1989,88,2,14,3,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Steffi_Graf_in_Hamburg_2010_%28cropped%29.jpg/330px-Steffi_Graf_in_Hamburg_2010_%28cropped%29.jpg
Andrea Temesvari,HUN,1989,20,17,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Andrea_Temesvari_RG_2011.jpg/330px-Andrea_Temesvari_RG_2011.jpg
Natalia Zvereva,BLR,1989,24,18,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Natasha_Zvereva_2010.jpg/330px-Natasha_Zvereva_2010.jpg
Amy Frazier,USA,1989,25,16,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Amy_Frazier.jpg/330px-Amy_Frazier.jpg
Petra Langrova,TCH,1989,12,16,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Petra_%C4%8Cerno%C5%A1kov%C3%A1_2016.jpg/330px-Petra_%C4%8Cerno%C5%A1kov%C3%A1_2016.jpg
Gabriela Sabatini,ARG,1989,58,12,4,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Gabriela_Sabatini_US_Embassy_in_Argentina_cropped.jpg/330px-Gabriela_Sabatini_US_Embassy_in_Argentina_cropped.jpg
Zina Garrison,USA,1989,60,15,3,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Zina_Garrison.jpg/330px-Zina_Garrison.jpg
Michelle Jaggard Lai,AUS,1989,12,17,0,0,https://upload.wikimedia.org/wikipedia/commons/8/82/Michelle_Jaggard-Lai_Jan_1994.jpg
Pam Shriver,USA,1989,24,14,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Pam_Shriver_interviewing_Sabalenka_%282023_US_Open%29_06_%28cropped%29.jpg/330px-Pam_Shriver_interviewing_Sabalenka_%282023_US_Open%29_06_%28cropped%29.jpg
Mary Joe Fernandez,USA,1989,34,15,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Mary_Joe_Fernandez_2009_US_Open_01.jpg/330px-Mary_Joe_Fernandez_2009_US_Open_01.jpg
Hana Mandlikova,AUS,1989,33,19,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Hana_Mandl%C3%ADkov%C3%A1_2009_US_Open_02.jpg/330px-Hana_Mandl%C3%ADkov%C3%A1_2009_US_Open_02.jpg
Eva Pfaff,GER,1989,12,23,0,0,https://upload.wikimedia.org/wikipedia/commons/1/15/Eva_Pfaff_am_Sportpressefest_1983_in_der_Ostseehalle_%28Kiel_74.684%29.jpg
Katrina Adams,USA,1989,14,25,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Katrina_Adams.jpg/330px-Katrina_Adams.jpg
Dianne Fromholtz,AUS,1989,6,10,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Dianne_Fromholtz_1989.jpg/330px-Dianne_Fromholtz_1989.jpg
Gigi Fernandez,USA,1989,25,16,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Gigi_Fern%C3%A1ndez_2009_US_Open_02_%28cropped%29.jpg/330px-Gigi_Fern%C3%A1ndez_2009_US_Open_02_%28cropped%29.jpg
Monica Seles,USA,1989,33,9,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Monica_Seles_1999.jpg/330px-Monica_Seles_1999.jpg
Amanda Coetzer,RSA,1989,16,13,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Amanda_Coetzer_French_Open_2000_%28cropped%29_%28cropped%29.jpg/330px-Amanda_Coetzer_French_Open_2000_%28cropped%29_%28cropped%29.jpg
Kathy Rinaldi Stunkel,USA,1989,16,15,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Kathy_Rinaldi.jpg/330px-Kathy_Rinaldi.jpg
Steffi Graf,GER,1990,72,5,10,1,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Steffi_Graf_in_Hamburg_2010_%28cropped%29.jpg/330px-Steffi_Graf_in_Hamburg_2010_%28cropped%29.jpg
Anke Huber,GER,1990,15,10,1,0,https://upload.wikimedia.org/wikipedia/commons/a/a0/Anke_Huber.JPG
Jo Durie,GBR,1990,13,14,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Jo_Durie_doubles_Wimbledon_2004.jpg/330px-Jo_Durie_doubles_Wimbledon_2004.jpg
Raffaella Reggi Concato,ITA,1990,37,17,2,0,https://upload.wikimedia.org/wikipedia/commons/f/f4/Reggi_raffaella_nel_1981.jpg
Andrea Temesvari,HUN,1990,10,22,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Andrea_Temesvari_RG_2011.jpg/330px-Andrea_Temesvari_RG_2011.jpg
Jana Novotna,CZE,1990,43,16,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Jana_Novotna_1996.jpg/330px-Jana_Novotna_1996.jpg
Helena Sukova,CZE,1990,41,17,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Helena_Sukov%C3%A1_%28Wimbledon_2009%29.jpg/330px-Helena_Sukov%C3%A1_%28Wimbledon_2009%29.jpg
Elena Pampoulova,BUL,1990,13,15,0,0,https://upload.wikimedia.org/wikipedia/commons/b/bf/Elena_Vagner.jpg
Kimiko Date Krumm,JPN,1990,11,8,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Kimiko_Date_Krumm_2010_Toray_Pan_Pacific_Open.jpg/330px-Kimiko_Date_Krumm_2010_Toray_Pan_Pacific_Open.jpg
Claudia Kohde Kilsch,GER,1990,17,16,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Claudia_Kohde-Kilsch_2012-03-16_%28cropped%29.JPG/330px-Claudia_Kohde-Kilsch_2012-03-16_%28cropped%29.JPG
Mary Joe Fernandez,USA,1990,40,10,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Mary_Joe_Fernandez_2009_US_Open_01.jpg/330px-Mary_Joe_Fernandez_2009_US_Open_01.jpg
Michelle Jaggard Lai,AUS,1990,6,12,0,0,https://upload.wikimedia.org/wikipedia/commons/8/82/Michelle_Jaggard-Lai_Jan_1994.jpg
Kathy Rinaldi Stunkel,USA,1990,15,18,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Kathy_Rinaldi.jpg/330px-Kathy_Rinaldi.jpg
Eva Pfaff,GER,1990,3,12,0,0,https://upload.wikimedia.org/wikipedia/commons/1/15/Eva_Pfaff_am_Sportpressefest_1983_in_der_Ostseehalle_%28Kiel_74.684%29.jpg
Sabine Appelmans,BEL,1990,21,14,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Sabine_appelmans-1506516326.JPG/330px-Sabine_appelmans-1506516326.JPG
Zina Garrison,USA,1990,51,20,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Zina_Garrison.jpg/330px-Zina_Garrison.jpg
Hana Mandlikova,AUS,1990,8,9,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Hana_Mandl%C3%ADkov%C3%A1_2009_US_Open_02.jpg/330px-Hana_Mandl%C3%ADkov%C3%A1_2009_US_Open_02.jpg
Gigi Fernandez,USA,1990,18,14,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Gigi_Fern%C3%A1ndez_2009_US_Open_02_%28cropped%29.jpg/330px-Gigi_Fern%C3%A1ndez_2009_US_Open_02_%28cropped%29.jpg
Natalia Zvereva,BLR,1990,43,15,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Natasha_Zvereva_2010.jpg/330px-Natasha_Zvereva_2010.jpg
Petra Langrova,TCH,1990,12,15,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Petra_%C4%8Cerno%C5%A1kov%C3%A1_2016.jpg/330px-Petra_%C4%8Cerno%C5%A1kov%C3%A1_2016.jpg
Gabriela Sabatini,ARG,1990,49,14,2,1,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Gabriela_Sabatini_US_Embassy_in_Argentina_cropped.jpg/330px-Gabriela_Sabatini_US_Embassy_in_Argentina_cropped.jpg
Amy Frazier,USA,1990,31,14,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Amy_Frazier.jpg/330px-Amy_Frazier.jpg
Nathalie Tauziat,FRA,1990,48,21,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Fed_Cup_Final_2016_FRA_vs_CZE_PPP_3181_%2831063120255%29_%28Tauziat%29.jpg/330px-Fed_Cup_Final_2016_FRA_vs_CZE_PPP_3181_%2831063120255%29_%28Tauziat%29.jpg
Conchita Martinez,ESP,1990,42,10,3,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Conchita_Mart%C3%ADnez_at_the_2010_US_Open_02_%28cropped%29.jpg/330px-Conchita_Mart%C3%ADnez_at_the_2010_US_Open_02_%28cropped%29.jpg
Maria Strandlund Tomsvik,SWE,1990,7,17,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Maria_Strandlund-Tomsvik_2013-05-21_001.jpg/330px-Maria_Strandlund-Tomsvik_2013-05-21_001.jpg
Amanda Coetzer,RSA,1990,16,19,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Amanda_Coetzer_French_Open_2000_%28cropped%29_%28cropped%29.jpg/330px-Amanda_Coetzer_French_Open_2000_%28cropped%29_%28cropped%29.jpg
Jennifer Capriati,USA,1990,42,11,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Jennifer_Capriati_Wimbledon_2004.jpg/330px-Jennifer_Capriati_Wimbledon_2004.jpg
Mercedes Paz,ARG,1990,25,20,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/2021_Billie_Jean_King_Cup_Playoffs_%E2%80%93_Argentina_vs_Kazakhstan_%2861%29_%28cropped%29.jpg/330px-2021_Billie_Jean_King_Cup_Playoffs_%E2%80%93_Argentina_vs_Kazakhstan_%2861%29_%28cropped%29.jpg
Arantxa Sanchez Vicario,ESP,1990,41,15,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Arantxa_S%C3%A1nchez_Vicario_in_2016_%28cropped%29.jpg/330px-Arantxa_S%C3%A1nchez_Vicario_in_2016_%28cropped%29.jpg
Manuela Maleeva Fragniere,SUI,1990,42,16,0,0,https://upload.wikimedia.org/wikipedia/commons/1/1d/Manuela_Maleeva.jpg
Patricia Tarabini,ARG,1990,12,16,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Patricia_Tarabini_%282025_DC_Open%29_01_%28cropped%29.jpg/330px-Patricia_Tarabini_%282025_DC_Open%29_01_%28cropped%29.jpg
Magdalena Maleeva,BUL,1990,12,10,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Fed_Cup_Group_I_2011_Europe_Africa_day_3_Magdalena_Maleeva_002_%28cropped%29.jpg/330px-Fed_Cup_Group_I_2011_Europe_Africa_day_3_Magdalena_Maleeva_002_%28cropped%29.jpg
Monica Seles,USA,1990,55,6,9,1,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Monica_Seles_1999.jpg/330px-Monica_Seles_1999.jpg
Elena Brioukhovets,UKR,1990,9,6,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/%D0%95%D0%BB%D0%B5%D0%BD%D0%B0_%D0%91%D1%80%D1%8E%D1%85%D0%BE%D0%B2%D0%B5%D1%86.jpg/330px-%D0%95%D0%BB%D0%B5%D0%BD%D0%B0_%D0%91%D1%80%D1%8E%D1%85%D0%BE%D0%B2%D0%B5%D1%86.jpg
Martina Navratilova,USA,1990,52,7,6,1,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Martina_Navratilova_Eastbourne_2011.jpg/330px-Martina_Navratilova_Eastbourne_2011.jpg
Steffi Graf,GER,1991,66,8,7,1,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Steffi_Graf_in_Hamburg_2010_%28cropped%29.jpg/330px-Steffi_Graf_in_Hamburg_2010_%28cropped%29.jpg
Kimiko Date Krumm,JPN,1991,13,11,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Kimiko_Date_Krumm_2010_Toray_Pan_Pacific_Open.jpg/330px-Kimiko_Date_Krumm_2010_Toray_Pan_Pacific_Open.jpg
Claudia Kohde Kilsch,GER,1991,14,19,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Claudia_Kohde-Kilsch_2012-03-16_%28cropped%29.JPG/330px-Claudia_Kohde-Kilsch_2012-03-16_%28cropped%29.JPG
Jana Novotna,CZE,1991,48,16,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Jana_Novotna_1996.jpg/330px-Jana_Novotna_1996.jpg
Zina Garrison,USA,1991,38,18,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Zina_Garrison.jpg/330px-Zina_Garrison.jpg
Gabriela Sabatini,ARG,1991,62,11,5,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Gabriela_Sabatini_US_Embassy_in_Argentina_cropped.jpg/330px-Gabriela_Sabatini_US_Embassy_in_Argentina_cropped.jpg
Jo Durie,GBR,1991,15,19,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Jo_Durie_doubles_Wimbledon_2004.jpg/330px-Jo_Durie_doubles_Wimbledon_2004.jpg
Elena Brioukhovets,UKR,1991,14,19,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/%D0%95%D0%BB%D0%B5%D0%BD%D0%B0_%D0%91%D1%80%D1%8E%D1%85%D0%BE%D0%B2%D0%B5%D1%86.jpg/330px-%D0%95%D0%BB%D0%B5%D0%BD%D0%B0_%D0%91%D1%80%D1%8E%D1%85%D0%BE%D0%B2%D0%B5%D1%86.jpg
Amy Frazier,USA,1991,25,18,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Amy_Frazier.jpg/330px-Amy_Frazier.jpg
Kathy Rinaldi Stunkel,USA,1991,7,15,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Kathy_Rinaldi.jpg/330px-Kathy_Rinaldi.jpg
Arantxa Sanchez Vicario,ESP,1991,61,15,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Arantxa_S%C3%A1nchez_Vicario_in_2016_%28cropped%29.jpg/330px-Arantxa_S%C3%A1nchez_Vicario_in_2016_%28cropped%29.jpg
Magdalena Maleeva,BUL,1991,18,16,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Fed_Cup_Group_I_2011_Europe_Africa_day_3_Magdalena_Maleeva_002_%28cropped%29.jpg/330px-Fed_Cup_Group_I_2011_Europe_Africa_day_3_Magdalena_Maleeva_002_%28cropped%29.jpg
Raffaella Reggi Concato,ITA,1991,13,12,0,0,https://upload.wikimedia.org/wikipedia/commons/f/f4/Reggi_raffaella_nel_1981.jpg
Gigi Fernandez,USA,1991,30,18,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Gigi_Fern%C3%A1ndez_2009_US_Open_02_%28cropped%29.jpg/330px-Gigi_Fern%C3%A1ndez_2009_US_Open_02_%28cropped%29.jpg
Sabine Appelmans,BEL,1991,36,15,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Sabine_appelmans-1506516326.JPG/330px-Sabine_appelmans-1506516326.JPG
Mercedes Paz,ARG,1991,20,24,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/2021_Billie_Jean_King_Cup_Playoffs_%E2%80%93_Argentina_vs_Kazakhstan_%2861%29_%28cropped%29.jpg/330px-2021_Billie_Jean_King_Cup_Playoffs_%E2%80%93_Argentina_vs_Kazakhstan_%2861%29_%28cropped%29.jpg
Patricia Tarabini,ARG,1991,9,15,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Patricia_Tarabini_%282025_DC_Open%29_01_%28cropped%29.jpg/330px-Patricia_Tarabini_%282025_DC_Open%29_01_%28cropped%29.jpg
Maria Strandlund Tomsvik,SWE,1991,7,13,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Maria_Strandlund-Tomsvik_2013-05-21_001.jpg/330px-Maria_Strandlund-Tomsvik_2013-05-21_001.jpg
Barbara Rittner,GER,1991,21,18,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/N%C3%BCrnberger_Versicherungscup_2014_-_Barbara_Rittner.JPG/330px-N%C3%BCrnberger_Versicherungscup_2014_-_Barbara_Rittner.JPG
Mary Joe Fernandez,USA,1991,50,19,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Mary_Joe_Fernandez_2009_US_Open_01.jpg/330px-Mary_Joe_Fernandez_2009_US_Open_01.jpg
Manuela Maleeva Fragniere,SUI,1991,45,15,3,0,https://upload.wikimedia.org/wikipedia/commons/1/1d/Manuela_Maleeva.jpg
Anke Huber,GER,1991,33,14,1,0,https://upload.wikimedia.org/wikipedia/commons/a/a0/Anke_Huber.JPG
Pam Shriver,USA,1991,21,18,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Pam_Shriver_interviewing_Sabalenka_%282023_US_Open%29_06_%28cropped%29.jpg/330px-Pam_Shriver_interviewing_Sabalenka_%282023_US_Open%29_06_%28cropped%29.jpg
Natalia Zvereva,BLR,1991,30,19,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Natasha_Zvereva_2010.jpg/330px-Natasha_Zvereva_2010.jpg
Helena Sukova,CZE,1991,34,18,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Helena_Sukov%C3%A1_%28Wimbledon_2009%29.jpg/330px-Helena_Sukov%C3%A1_%28Wimbledon_2009%29.jpg
Petra Langrova,TCH,1991,14,19,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Petra_%C4%8Cerno%C5%A1kov%C3%A1_2016.jpg/330px-Petra_%C4%8Cerno%C5%A1kov%C3%A1_2016.jpg
Monica Seles,USA,1991,74,6,10,3,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Monica_Seles_1999.jpg/330px-Monica_Seles_1999.jpg
Jennifer Capriati,USA,1991,43,12,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Jennifer_Capriati_Wimbledon_2004.jpg/330px-Jennifer_Capriati_Wimbledon_2004.jpg
Andrea Temesvari,HUN,1991,6,14,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Andrea_Temesvari_RG_2011.jpg/330px-Andrea_Temesvari_RG_2011.jpg
Elena Pampoulova,BUL,1991,5,10,0,0,https://upload.wikimedia.org/wikipedia/commons/b/bf/Elena_Vagner.jpg
Yayuk Basuki,INA,1991,19,12,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Yayuk_Basuki.jpg/330px-Yayuk_Basuki.jpg
Conchita Martinez,ESP,1991,40,13,3,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Conchita_Mart%C3%ADnez_at_the_2010_US_Open_02_%28cropped%29.jpg/330px-Conchita_Mart%C3%ADnez_at_the_2010_US_Open_02_%28cropped%29.jpg
Mary Pierce,FRA,1991,23,9,1,0,https://upload.wikimedia.org/wikipedia/commons/d/dd/Mary_Pierce.JPG
Rika Hiraki,JPN,1991,8,8,0,0,https://upload.wikimedia.org/wikipedia/commons/b/bb/Rika1_crop.jpg
Nathalie Tauziat,FRA,1991,39,21,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Fed_Cup_Final_2016_FRA_vs_CZE_PPP_3181_%2831063120255%29_%28Tauziat%29.jpg/330px-Fed_Cup_Final_2016_FRA_vs_CZE_PPP_3181_%2831063120255%29_%28Tauziat%29.jpg
